time,percentile_5,percentile_95,vartype,scenario,asset_type,varname,sitename,value
2020-12-31,,,Power,ssp585,Wind,Wind production % change,Eurus,
2021-12-31,,,Power,ssp585,Wind,Wind production % change,Eurus,
2022-12-31,-27.405713812400656,27.529776980319184,Power,ssp585,Wind,Wind production % change,Eurus,-0.7977850360737108
2023-12-31,-29.52697257478207,27.58664546251546,Power,ssp585,Wind,Wind production % change,Eurus,0.1845278298558538
2024-12-31,-30.005007581779708,29.15513034201233,Power,ssp585,Wind,Wind production % change,Eurus,0.9783248093419532
2025-12-31,-30.227341599744776,29.04539750686578,Power,ssp585,Wind,Wind production % change,Eurus,-0.2375656958942071
2026-12-31,-32.14053957597881,29.6737632549611,Power,ssp585,Wind,Wind production % change,Eurus,0.975941149439036
2027-12-31,-32.127327714985654,30.56304745274072,Power,ssp585,Wind,Wind production % change,Eurus,1.0775976463105996
2028-12-31,-31.74483917858251,32.20709900409678,Power,ssp585,Wind,Wind production % change,Eurus,0.9385137936467682
2029-12-31,-33.70535774070367,31.68702349804392,Power,ssp585,Wind,Wind production % change,Eurus,-0.5403531978641656
2030-12-31,-34.43771368443771,31.71645108604311,Power,ssp585,Wind,Wind production % change,Eurus,-1.318002032576805
2031-12-31,-34.019867524404525,33.570594807930036,Power,ssp585,Wind,Wind production % change,Eurus,-1.7614932475639034
2032-12-31,-35.1470480890278,33.228103953660124,Power,ssp585,Wind,Wind production % change,Eurus,-3.84045099926272
2033-12-31,-34.90383201235672,30.026442680358823,Power,ssp585,Wind,Wind production % change,Eurus,-5.6185276150487145
2034-12-31,-32.87284213279693,29.2800165510712,Power,ssp585,Wind,Wind production % change,Eurus,-4.763531500029629
2035-12-31,-35.26249990340198,29.40513511259435,Power,ssp585,Wind,Wind production % change,Eurus,-4.34654369413032
2036-12-31,-36.15801378940781,27.896007726665054,Power,ssp585,Wind,Wind production % change,Eurus,-3.4006344056801043
2037-12-31,-35.11537028046941,29.69183032529985,Power,ssp585,Wind,Wind production % change,Eurus,-0.2102812322085746
2038-12-31,-35.35449244668724,32.021537046179745,Power,ssp585,Wind,Wind production % change,Eurus,1.187743236731723
2039-12-31,-35.50582777737589,32.565259845389384,Power,ssp585,Wind,Wind production % change,Eurus,1.9342626260840845
2040-12-31,-34.74455278640268,32.47643730917945,Power,ssp585,Wind,Wind production % change,Eurus,2.266505560070502
2041-12-31,-33.11296203392039,31.97786655855816,Power,ssp585,Wind,Wind production % change,Eurus,2.5121198811929224
2042-12-31,-33.10124209603068,31.912986730087233,Power,ssp585,Wind,Wind production % change,Eurus,2.2954266633025173
2043-12-31,-31.88470609561861,31.35124052781994,Power,ssp585,Wind,Wind production % change,Eurus,1.6755666215825773
2044-12-31,-32.308525502381045,32.9077169961644,Power,ssp585,Wind,Wind production % change,Eurus,2.5512123732862944
2045-12-31,-31.73613255391248,31.878562758261275,Power,ssp585,Wind,Wind production % change,Eurus,2.431122097506942
2046-12-31,-32.77784775989712,33.7255880432626,Power,ssp585,Wind,Wind production % change,Eurus,2.2564122221533016
2047-12-31,-32.96377474819993,32.538165164167154,Power,ssp585,Wind,Wind production % change,Eurus,2.84621852610217
2048-12-31,-34.081406989688716,34.0936418377045,Power,ssp585,Wind,Wind production % change,Eurus,4.520315940264093
2049-12-31,-34.52459532008887,33.62101461591654,Power,ssp585,Wind,Wind production % change,Eurus,3.829674719743703
2050-12-31,-33.48912552699441,34.55783950499434,Power,ssp585,Wind,Wind production % change,Eurus,2.479146755638326
2051-12-31,-32.06606360544671,33.08779106047449,Power,ssp585,Wind,Wind production % change,Eurus,1.6308750528868907
2052-12-31,-31.85359670035129,34.014528989803345,Power,ssp585,Wind,Wind production % change,Eurus,-1.1287237067672629
2053-12-31,-32.21121910379218,31.685666870298668,Power,ssp585,Wind,Wind production % change,Eurus,-2.542040001663049
2054-12-31,-31.100225691180288,31.59034536872565,Power,ssp585,Wind,Wind production % change,Eurus,-2.8279922614055923
2055-12-31,-30.04739537335412,32.88797778860845,Power,ssp585,Wind,Wind production % change,Eurus,0.5206299178770045
2056-12-31,-31.353026571663136,33.75738266480737,Power,ssp585,Wind,Wind production % change,Eurus,0.9922983390278258
2057-12-31,-30.35660140493141,31.211527446596087,Power,ssp585,Wind,Wind production % change,Eurus,2.4040945036647146
2058-12-31,-28.88717722219191,34.41931886704318,Power,ssp585,Wind,Wind production % change,Eurus,3.844349391732353
2059-12-31,-27.65639302293313,34.2505440538239,Power,ssp585,Wind,Wind production % change,Eurus,4.590074693153737
2060-12-31,-29.33384919665956,33.77233605164489,Power,ssp585,Wind,Wind production % change,Eurus,2.681947705545519
2061-12-31,-29.037292480941858,34.60675820500612,Power,ssp585,Wind,Wind production % change,Eurus,2.934558603162044
2062-12-31,-28.24590416256424,36.3163608188789,Power,ssp585,Wind,Wind production % change,Eurus,3.3234547933785223
2063-12-31,-28.84135772129929,34.156622695419614,Power,ssp585,Wind,Wind production % change,Eurus,2.8487221361228485
2064-12-31,-31.12953577777429,34.06763789446313,Power,ssp585,Wind,Wind production % change,Eurus,1.533879772871698
2065-12-31,-28.478835822552774,34.22171305802478,Power,ssp585,Wind,Wind production % change,Eurus,3.5349200684902145
2066-12-31,-27.512678267048553,33.423380841879805,Power,ssp585,Wind,Wind production % change,Eurus,3.066785057567332
2067-12-31,-28.818042588698535,35.17350485266249,Power,ssp585,Wind,Wind production % change,Eurus,4.0137833053337735
2068-12-31,-29.140402689822366,35.19486245891323,Power,ssp585,Wind,Wind production % change,Eurus,3.3387011902006645
2069-12-31,-28.88645350653658,35.328599979543846,Power,ssp585,Wind,Wind production % change,Eurus,3.3272943611640295
2070-12-31,-31.549774165898818,34.96979967532988,Power,ssp585,Wind,Wind production % change,Eurus,1.0195003639386246
2071-12-31,-33.12547167246023,35.0372751598682,Power,ssp585,Wind,Wind production % change,Eurus,-0.0243439545660772
2072-12-31,-33.22950374440827,33.97311601266916,Power,ssp585,Wind,Wind production % change,Eurus,-0.2204169528249547
2073-12-31,-35.01166469106944,34.722903428276744,Power,ssp585,Wind,Wind production % change,Eurus,-0.0813630957480543
2074-12-31,-33.69162736311038,34.39904836346985,Power,ssp585,Wind,Wind production % change,Eurus,-0.333691583046628
2075-12-31,-34.26538681414523,34.75203073320433,Power,ssp585,Wind,Wind production % change,Eurus,-0.16064420998231
2076-12-31,-33.04991269488203,32.99712633486641,Power,ssp585,Wind,Wind production % change,Eurus,0.1490827957706756
2077-12-31,-32.97721241793405,32.73814310809991,Power,ssp585,Wind,Wind production % change,Eurus,-1.5222784689752142
2078-12-31,-30.709964256840596,30.919640103385877,Power,ssp585,Wind,Wind production % change,Eurus,-3.0772568279405825
2079-12-31,-32.838144728387874,31.29356844921904,Power,ssp585,Wind,Wind production % change,Eurus,-3.049481189012852
2080-12-31,-31.936466409427727,31.8171427678324,Power,ssp585,Wind,Wind production % change,Eurus,-2.325939286441055
2081-12-31,-30.18956858712702,34.58288537484278,Power,ssp585,Wind,Wind production % change,Eurus,-0.661988772938237
2082-12-31,-31.103694750605463,34.901404532554615,Power,ssp585,Wind,Wind production % change,Eurus,0.4860155200350207
2083-12-31,-32.20998210769993,36.43484702073845,Power,ssp585,Wind,Wind production % change,Eurus,1.6740729593572716
2084-12-31,-32.6503954524711,35.327548440194434,Power,ssp585,Wind,Wind production % change,Eurus,1.2307567212834778
2085-12-31,-31.52294773854025,35.283079174532965,Power,ssp585,Wind,Wind production % change,Eurus,1.40838688606458
2086-12-31,-33.0971329736,35.15054445616621,Power,ssp585,Wind,Wind production % change,Eurus,1.328954962682498
2087-12-31,-32.50073998530892,34.612562018499354,Power,ssp585,Wind,Wind production % change,Eurus,1.4336546921389044
2088-12-31,-31.84122005527834,35.279059926712,Power,ssp585,Wind,Wind production % change,Eurus,3.973555852008046
2089-12-31,-30.571756875310314,36.873320204541706,Power,ssp585,Wind,Wind production % change,Eurus,5.650843736848813
2090-12-31,-33.668665194757715,36.31113631854097,Power,ssp585,Wind,Wind production % change,Eurus,4.129734193040838
2091-12-31,-35.57558539401941,35.31445311367128,Power,ssp585,Wind,Wind production % change,Eurus,3.76318938858833
2092-12-31,-36.309474682479056,35.73817621259343,Power,ssp585,Wind,Wind production % change,Eurus,3.952995352706159
2093-12-31,-36.57454903604373,34.000881111108875,Power,ssp585,Wind,Wind production % change,Eurus,1.337684829886454
2094-12-31,-36.9889164663406,33.725126608816105,Power,ssp585,Wind,Wind production % change,Eurus,0.2621222029438796
2095-12-31,-35.409730214058676,34.83107426994072,Power,ssp585,Wind,Wind production % change,Eurus,1.2144040745478342
2096-12-31,-34.33474323280486,34.85300360702107,Power,ssp585,Wind,Wind production % change,Eurus,1.4451009697684396
2097-12-31,-34.265423628429424,33.56899354671535,Power,ssp585,Wind,Wind production % change,Eurus,0.5087735477727543
2098-12-31,,,Power,ssp585,Wind,Wind production % change,Eurus,
2099-12-31,,,Power,ssp585,Wind,Wind production % change,Eurus,
2020-12-31,,,Power,ssp126,Wind,Wind turbine power potential change,Eurus,
2021-12-31,,,Power,ssp126,Wind,Wind turbine power potential change,Eurus,
2022-12-31,-27.4921092280073,26.285374623951988,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-0.6033673020276564
2023-12-31,-28.950179506642076,27.65498676922563,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-0.6475963687082193
2024-12-31,-31.036201638486695,29.08403875756376,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-0.9760814404614632
2025-12-31,-31.03258501803472,29.70245364642923,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-0.6650656858027353
2026-12-31,-31.654820419843197,31.62560158225382,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-0.0146094187946824
2027-12-31,-31.6986171015426,32.269669709327054,Power,ssp126,Wind,Wind turbine power potential change,Eurus,0.2855263038922328
2028-12-31,-31.12061797072089,31.178368422677792,Power,ssp126,Wind,Wind turbine power potential change,Eurus,0.0288752259784565
2029-12-31,-27.199478971327707,31.569123347661595,Power,ssp126,Wind,Wind turbine power potential change,Eurus,2.1848221881669514
2030-12-31,-25.846592895707552,32.62913123488416,Power,ssp126,Wind,Wind turbine power potential change,Eurus,3.3912691695883144
2031-12-31,-26.043562644131864,35.63193321561817,Power,ssp126,Wind,Wind turbine power potential change,Eurus,4.794185285743156
2032-12-31,-28.40761706577182,34.21364689014632,Power,ssp126,Wind,Wind turbine power potential change,Eurus,2.903014912187256
2033-12-31,-30.750472217615908,34.43237805841067,Power,ssp126,Wind,Wind turbine power potential change,Eurus,1.840952920397383
2034-12-31,-34.35616857712017,34.293265666981,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-0.0314514550695815
2035-12-31,-35.89088761825982,35.0801118095174,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-0.4053879043712016
2036-12-31,-36.21794979880925,32.15302277807344,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-2.032463510367901
2037-12-31,-35.40373442389647,32.87871681470988,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-1.2625088045932908
2038-12-31,-34.3870059626806,33.20252149231877,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-0.5922422351809046
2039-12-31,-34.93209774148563,32.239696559803114,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-1.3462005908412495
2040-12-31,-36.33507786363341,29.117155782706934,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-3.608961040463229
2041-12-31,-36.38669607617536,28.207594183541275,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-4.089550946317035
2042-12-31,-35.15968818820021,28.79005983440264,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-3.184814176898773
2043-12-31,-36.81572721606878,27.53578853121442,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-4.639969342427171
2044-12-31,-35.57279173133124,27.796375427730837,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-3.888208151800196
2045-12-31,-33.16950030015564,29.52231138502516,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-1.8235944575652283
2046-12-31,-32.14075438413793,30.132486474980936,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-1.0041339545784844
2047-12-31,-31.951235436086712,30.643671378874128,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-0.6537820286062819
2048-12-31,-30.354876824292344,30.534436729655933,Power,ssp126,Wind,Wind turbine power potential change,Eurus,0.0897799526818057
2049-12-31,-28.425814881928172,32.4209124111968,Power,ssp126,Wind,Wind turbine power potential change,Eurus,1.9975487646343293
2050-12-31,-30.562324844185316,32.32825673945714,Power,ssp126,Wind,Wind turbine power potential change,Eurus,0.882965947635923
2051-12-31,-30.099783788745352,31.89309419177913,Power,ssp126,Wind,Wind turbine power potential change,Eurus,0.8966552015169017
2052-12-31,-30.657419992370876,30.407229181642464,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-0.1250954053641949
2053-12-31,-30.299932991866427,30.97730901172223,Power,ssp126,Wind,Wind turbine power potential change,Eurus,0.338688009927912
2054-12-31,-30.86443198516886,30.18886303630176,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-0.3377844744335423
2055-12-31,-29.8151816868864,31.90149904079735,Power,ssp126,Wind,Wind turbine power potential change,Eurus,1.0431586769554844
2056-12-31,-31.629479792782764,32.526092083368404,Power,ssp126,Wind,Wind turbine power potential change,Eurus,0.4483061452928287
2057-12-31,-31.424307682906456,33.42746707829039,Power,ssp126,Wind,Wind turbine power potential change,Eurus,1.0015796976919769
2058-12-31,-29.30808495157639,34.07616596609464,Power,ssp126,Wind,Wind turbine power potential change,Eurus,2.3840405072591353
2059-12-31,-29.394993513006195,32.89208587075378,Power,ssp126,Wind,Wind turbine power potential change,Eurus,1.748546178873803
2060-12-31,-30.670880140892905,29.877714615978853,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-0.396582762457016
2061-12-31,-29.983093577206457,31.27148814255573,Power,ssp126,Wind,Wind turbine power potential change,Eurus,0.6441972826746476
2062-12-31,-30.449448352301697,30.209206838049205,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-0.1201207571262349
2063-12-31,-33.22241579393585,29.665401886904853,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-1.7785069535154934
2064-12-31,-34.39152096304853,30.750629204350037,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-1.8204458793492395
2065-12-31,-32.96101376002537,32.70148944722428,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-0.1297621564005357
2066-12-31,-33.012163878541294,32.30730671903815,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-0.3524285797515659
2067-12-31,-34.36103238586115,32.65613687295265,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-0.8524477564542459
2068-12-31,-33.78395921354014,31.73380069134852,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-1.0250792610958064
2069-12-31,-34.56410214951041,31.96412408072771,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-1.299989034391344
2070-12-31,-36.14398274616008,31.233302918096,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-2.455339914032035
2071-12-31,-35.40831859660418,30.3453672021506,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-2.531475697226787
2072-12-31,-34.81867359906188,29.296173016665872,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-2.761250291197999
2073-12-31,-35.792164712907656,30.748773362162236,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-2.521695675372704
2074-12-31,-36.26019183483924,29.75443372785913,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-3.2528790534900516
2075-12-31,-35.13954340720384,31.353088380230133,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-1.8932275134868497
2076-12-31,-38.04755796874454,32.95231223763028,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-2.547622865557128
2077-12-31,-36.72669107446309,32.8119621559571,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-1.9573644592529944
2078-12-31,-37.80555337386109,29.899492541369387,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-3.953030416245851
2079-12-31,-37.47544304769448,28.877000439066947,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-4.299221304313767
2080-12-31,-38.38498647143713,25.475027406132256,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-6.4549795326524375
2081-12-31,-38.13546947246472,23.27340884577886,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-7.431030313342932
2082-12-31,-38.9576311011071,24.660390268487344,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-7.148620416309881
2083-12-31,-37.575734815030856,30.084923816607898,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-3.745405499211483
2084-12-31,-37.66397313512295,30.871470188480824,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-3.396251473321066
2085-12-31,-35.25720226092357,32.755257965032364,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-1.2509721479456015
2086-12-31,-33.631501151538224,33.333116596244224,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-0.1491922776470002
2087-12-31,-32.70452815079242,34.535431256306296,Power,ssp126,Wind,Wind turbine power potential change,Eurus,0.9154515527569348
2088-12-31,-32.084943585565,32.44487919367333,Power,ssp126,Wind,Wind turbine power potential change,Eurus,0.1799678040541632
2089-12-31,-31.461356886341743,33.40746882650385,Power,ssp126,Wind,Wind turbine power potential change,Eurus,0.9730559700810528
2090-12-31,-34.361167966437996,32.3589797935099,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-1.0010940864640507
2091-12-31,-36.13049184138082,31.744090449831813,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-2.1932006957745043
2092-12-31,-37.11230100954637,31.98026016710227,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-2.56602042122205
2093-12-31,-38.55088162089881,30.543743372339502,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-4.00356912427965
2094-12-31,-38.882195055686566,28.165849762216737,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-5.358172646734917
2095-12-31,-36.79630025495254,29.647522821565545,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-3.5743887166935004
2096-12-31,-35.91636581443938,29.918559402243456,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-2.998903206097964
2097-12-31,-37.187626489111544,28.27250290794136,Power,ssp126,Wind,Wind turbine power potential change,Eurus,-4.4575617905850935
2098-12-31,,,Power,ssp126,Wind,Wind turbine power potential change,Eurus,
2099-12-31,,,Power,ssp126,Wind,Wind turbine power potential change,Eurus,
2020-12-31,,,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,
2021-12-31,,,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,
2022-12-31,0.3513721461187212,-0.2033401826484019,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.0327968036529679
2023-12-31,0.3227283105022829,-0.2217374429223746,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.0013584474885843
2024-12-31,0.3192351598173514,-0.3155867579908678,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.0071803652968035
2025-12-31,0.253563926940639,-0.4255045662100458,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.0417237442922375
2026-12-31,0.2822077625570774,-0.4602031963470321,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.0708333333333334
2027-12-31,0.2535639269406391,-0.5135319634703198,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.0603538812785388
2028-12-31,0.3190022831050227,-0.485353881278539,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.0242579908675799
2029-12-31,0.3206324200913241,-0.4175867579908678,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.0207648401826484
2030-12-31,0.3138789954337899,-0.3493538812785391,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.0083447488584474
2031-12-31,0.3278515981735159,-0.32839497716895,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.0153310502283104
2032-12-31,0.3131803652968035,-0.3398059360730596,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.0021347031963471
2033-12-31,0.2815091324200912,-0.3989566210045663,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.0137785388127855
2034-12-31,0.244714611872146,-0.4534497716894977,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.0533675799086759
2035-12-31,0.237728310502283,-0.5256415525114155,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.0556963470319636
2036-12-31,0.1993036529680364,-0.6111073059360731,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.0731621004566211
2037-12-31,0.2160707762557077,-0.5142305936073059,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.038230593607306
2038-12-31,0.2493721461187214,-0.4655593607305937,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.0417237442922375
2039-12-31,0.2647420091324199,-0.5573127853881279,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.0254223744292238
2040-12-31,0.2877968036529679,-0.5035182648401827,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.0196004566210046
2041-12-31,0.3373995433789953,-0.4376141552511416,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.0025228310502281
2042-12-31,0.3604543378995433,-0.454148401826484,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.0126141552511416
2043-12-31,0.3299474885844748,-0.4478607305936072,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.0184360730593608
2044-12-31,0.3439200913242008,-0.4236415525114155,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.0277511415525115
2045-12-31,0.3371666666666666,-0.5119018264840182,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.0661757990867581
2046-12-31,0.3173721461187213,-0.5656963470319635,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.0626826484018266
2047-12-31,0.3152762557077623,-0.6078470319634703,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.0405593607305937
2048-12-31,0.3350707762557076,-0.7454771689497717,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.0393949771689498
2049-12-31,0.3562625570776254,-0.6572168949771691,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.0475456621004567
2050-12-31,0.4037694063926939,-0.5398470319634704,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.0032990867579909
2051-12-31,0.3832762557077623,-0.4681210045662102,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.0009703196347033
2052-12-31,0.403769406392694,-0.4359840182648402,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.0126141552511416
2053-12-31,0.4410296803652966,-0.3637922374429225,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.024646118721461
2054-12-31,0.4382351598173514,-0.386148401826484,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.0502625570776255
2055-12-31,0.4067968036529679,-0.4553127853881278,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.0071803652968035
2056-12-31,0.4182077625570775,-0.4620662100456621,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.0293036529680364
2057-12-31,0.3909611872146117,-0.430162100456621,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.06074200913242
2058-12-31,0.3609200913242008,-0.4108333333333334,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.0502625570776255
2059-12-31,0.3662762557077624,-0.4133949771689498,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.0211529680365295
2060-12-31,0.3490433789954337,-0.3453949771689499,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.0560844748858446
2061-12-31,0.3900296803652966,-0.3235045662100457,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.0723858447488583
2062-12-31,0.4829474885844747,-0.3204771689497718,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.0549200913242007
2063-12-31,0.4182077625570775,-0.3582031963470322,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.038618721461187
2064-12-31,0.3457831050228308,-0.4338881278538815,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.0188242009132418
2065-12-31,0.3576598173515979,-0.5337922374429226,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.003299086757991
2066-12-31,0.3199337899543377,-0.5687237442922377,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.0149429223744293
2067-12-31,0.1818378995433787,-0.6839977168949773,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.0533675799086759
2068-12-31,0.1864954337899541,-0.6243812785388129,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.0440525114155252
2069-12-31,0.2523995433789952,-0.5785045662100456,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,-0.02425799086758
2070-12-31,0.2603173515981733,-0.4657922374429224,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.024646118721461
2071-12-31,0.2673036529680363,-0.4303949771689497,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.0409474885844747
2072-12-31,0.3867694063926938,-0.3481894977168951,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.0933447488584473
2073-12-31,0.535577625570776,-0.3493538812785389,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.0991666666666665
2074-12-31,0.6059063926940637,-0.2827511415525115,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.1550570776255707
2075-12-31,0.6790296803652965,-0.428997716894977,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.1247831050228309
2076-12-31,0.718618721461187,-0.4527511415525111,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.1387557077625569
2077-12-31,0.7507557077625568,-0.4266689497716892,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.14574200913242
2078-12-31,0.7072077625570774,-0.3621621004566208,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.1795091324200912
2079-12-31,0.6822899543378994,-0.3470251141552509,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.1853310502283104
2080-12-31,0.6883447488584473,-0.2347785388127853,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.2179337899543378
2081-12-31,0.6930022831050228,-0.2888059360730592,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.2016324200913241
2082-12-31,0.6599337899543377,-0.3596004566210044,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.2179337899543378
2083-12-31,0.6531803652968035,-0.4213127853881276,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.23074200913242
2084-12-31,0.7172214611872145,-0.3852168949771687,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.2319063926940638
2085-12-31,0.6815913242009132,-0.4054771689497713,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.237728310502283
2086-12-31,0.772646118721461,-0.3717100456621002,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.2668378995433789
2087-12-31,0.7633310502283104,-0.4313264840182644,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.2505365296803651
2088-12-31,0.7982625570776255,-0.4117648401826481,Power,ssp245,Wind,Wind below 3 m/s % change,San_Gabriel,0.2505365296803651
