sitecode,sitename,lat,lon
ws_0,Waubra,-37.3720784,143.5867793
ws_1,Fuente_la_Arena,39.02779457,-1.278860273
ws_2,Kalayaan_2,14.375,121.625
ws_3,Eurus,16.55436013,-94.83211157
ws_4,San_Gabriel,-37.625,-72.625
